,category,label,ask_keyword,answer_keyword,ask,answer,class_id
10,历史,history,"宋朝,第一个,皇帝,叫,什么,名字","冬季,要,忌食,或,少食,黏腻,生冷,的,食物,因为,此类,食物,属,阴,易,使,脾胃,中,的,阳气,受损",宋朝第一个皇帝叫什么名字,冬季要忌食或少食黏腻、生冷的食物，因为此类食物属阴，易使脾胃中的阳气受损。,0
11,食物,food,"隔夜,的,鸡蛋,不能,吃","未熟,的,蛋黄,隔夜,之后,食用,保存,不当,的,情形,下,营养,的,东西,容易,滋生,细菌,因此,会,有害,健康,例如,造成,肠胃,不适,胀气,等,情形",隔夜的鸡蛋不能吃?,未熟的蛋黄隔夜之后食用，在保存不当的情形下，营养的东西容易滋生细菌，因此会有害健康，例如：造成肠胃不适、胀气等情形。,1
12,科学,science,"组成,细胞,的,化合物,有,哪些","无机化合物,和,有机,化合物,无机,水,无机盐,有机,糖,脂,蛋白,核酸",组成细胞的化合物有哪些？,"无机化合物和有机化合物 无机：水,无机盐 有机：糖,脂,蛋白,核酸",1
13,食物,food,"隔夜,的,鸡蛋,不能,吃","南京,简称,别名,金陵,历史,还,叫,金陵,建业,建康,秫陵,白下,升州,江宁,集庆,应天,天,京",隔夜的鸡蛋不能吃?,"南京简称宁，别名金陵,历史还叫：金陵、建业、建康、秫陵、白下、升州、江宁、集庆、应天、天京",0
14,食物,food,"解酒,的,食物,有,哪些","香蕉,酒后,吃,一些,香蕉,能,增加,血糖,浓度,降低,酒精,血液,中,的,比例,芹菜,芹菜,中,含有,丰富,的,族,维生素,能,分解,酒精,食醋,它,能,对抗,和,缓解,酒精,的,抑制作用",解酒的食物有哪些？,香蕉：酒后吃一些香蕉，能增加血糖浓度，降低酒精在血液中的比例。芹菜：芹菜中含有丰富的B族维生素，能分解酒精。食醋：它能对抗和缓解酒精的抑制作用,1
15,历史,history,"鸦片战争,是,哪一年","第一次鸦片战争,是,1840,年,1842,年,英国,中国,发动,的,一场,侵略战争",鸦片战争是哪一年？,第一次鸦片战争是1840年至1842年英国对中国发动的一场侵略战争,1
16,食物,food,"葡萄酒,的,正确,喝","白葡萄酒,通常,冰镇,后,再,喝,红葡萄酒,室温,下,喝为,好,.",葡萄酒的正确喝法,"白葡萄酒通常冰镇后再喝,红葡萄酒在室温下喝为好.",1
17,食物,food,"食物,的,五味","食物,的,五味,是,指酸,苦,甘,辛,咸,认为,味道,不同,作用,也,不同",食物的五味？,食物的五味，是指酸，苦，甘，辛，咸。中医认为，味道不同，作用也不同。,1
18,科学,science,"什么,是","地心吸力,系,甘,其中,一种,力,每,一个,质量,或,事项,包括,光子,的,粒子,吸引,并,每隔,质量,或,物质,的,粒子,所,吸引",什么是ai,"地心吸力系甘其中一种。力由每一个质量或事项,包括光子的粒子,吸引并通过每隔质量或物质的粒子所吸引。",0
19,科学,science,"云,计算,是,干什么,的","云,计算,是,分布式计算,的,一种,指,的,是,网络,云,将,巨大,的,数据,计算,处理程序,分解成,无数个,小,程序,然后,多部,服务器,组成,的,系统,进行,处理,和,分析,这些,小,程序,得到,结果,并,返回,用户",云计算是干什么的,云计算是分布式计算的一种，指的是通过网络“云”将巨大的数据计算处理程序分解成无数个小程序，然后，通过多部服务器组成的系统进行处理和分析这些小程序得到结果并返回给用户。,1
20,历史,history,"二战,时,德国,共,投入,多少,兵力","高可用性,通常,来,描述,一个,系统,专门,的,设计,从而,减少,停工,时间,而,保持,其,服务,的,高度,可用性",二战时德国共投入多少兵力？,高可用性通常来描述一个系统经过专门的设计，从而减少停工时间，而保持其服务的高度可用性。,0
21,历史,history,"谁,发明,了,蒸汽机","原子,性,一致性,隔离,性,持久性",谁发明了蒸汽机,原子性、一致性、隔离性、持久性,0
22,历史,history,"革命,根据地,是,哪里","超声波,是,一种,频率,高于,20000,赫兹,的,声波,它,的,方向性,好,穿透,能力,强,易于,获得,较,集中,的,声能,传播,距离远,可,用于,测距,测速,清洗,焊接,碎石,杀菌,消毒,等,医学,军事,工业,农业,上,有,很多,的,应用",中共革命根据地是哪里？,超声波是一种频率高于20000赫兹的声波，它的方向性好，穿透能力强，易于获得较集中的声能，在水中传播距离远，可用于测距、测速、清洗、焊接、碎石、杀菌消毒等。在医学、军事、工业、农业上有很多的应用。,0
23,食物,food,"冬季,不能,吃,什么,食物","冬季,要,忌食,或,少食,黏腻,生冷,的,食物,因为,此类,食物,属,阴,易,使,脾胃,中,的,阳气,受损",冬季不能吃什么食物？,冬季要忌食或少食黏腻、生冷的食物，因为此类食物属阴，易使脾胃中的阳气受损。,1
24,科学,science,"大,数据,包括,那些,特点","大,数据,特点,大量,高速,多样,低,价值,密度,真实性",大数据包括那些特点,大数据特点：Volume（大量）、Velocity（高速）、Variety（多样）、Value（低价值密度）、Veracity（真实性）,1
25,食物,food,"虾,有,什么,营养","革命,根据地,是,井冈山",虾有什么营养,中共革命根据地是井冈山,0
26,历史,history,"中华民国,74,年,总统,是,谁","中华民国,74,年,总统,应该,是,蒋经国",中华民国74年总统是谁？,中华民国74年总统应该是蒋经国,1
27,科学,science,"什么,是,热力学","物理学,分支,处理,的,热量,和,其他,形式,的,能量,转换,并,管理,能源,这种,转换,的,规律",什么是热力学？,"物理学分支处理的热量和其他形式的能量转换,并与管理能源这种转换的规律。",1
28,食物,food,"五仁,是,哪些","五仁,是,指,花生仁,核桃仁,瓜子仁,杏仁,松子,仁",五仁是哪些?,五仁是指花生仁，核桃仁，瓜子仁，杏仁，松子仁,1
29,历史,history,"谁,是,美国,第,37,届,总统","1776,年,7,月,4,日,美利坚合众国,十三个,州,的,代表,第二届,大陆,会议,上,一致,实施,了,托马斯,杰斐逊,等,起草,的",谁是美国第37届总统?,1776 年7月4日，美利坚合众国十三个州的代表在第二届大陆会议上一致通过、实施了托马斯·杰斐逊等起草的《独立宣言》。,0
30,食物,food,"虾,有,什么,营养","虾米,大虾,的,营养,更,丰富,但,它们,都,含有,丰富,的,蛋白质,和,欧咪伽,脂肪酸,饱和,脂肪酸,含量,要,低,些",虾有什么营养,虾米比大虾的营养更丰富，但它们都含有丰富的蛋白质和欧咪伽—3脂肪酸，饱和脂肪酸含量要低些。,1
31,食物,food,"致癌,类,的,食物,有,哪些","大,数据,特点,大量,高速,多样,低,价值,密度,真实性",致癌类的食物有哪些？,大数据特点：Volume（大量）、Velocity（高速）、Variety（多样）、Value（低价值密度）、Veracity（真实性）,0
32,食物,food,"山楂,的,功效","革命,根据地,是,井冈山",山楂的功效？,中共革命根据地是井冈山,0
33,历史,history,"南京大屠杀,死,了,多少,人","南京大屠杀,死,了,30,多万,人",南京大屠杀死了多少人?,南京大屠杀死了30多万人。,1
34,科学,science,"蛋白质,主要,什么,组成","蛋白质,主要,碳,氢,氧,氮,等,化学元素,组成",蛋白质主要由什么组成？,蛋白质主要由碳、氢、氧、氮等化学元素组成,1
35,历史,history,"古代,妇女,的,四德,是,指,哪些","高可用性,通常,来,描述,一个,系统,专门,的,设计,从而,减少,停工,时间,而,保持,其,服务,的,高度,可用性",古代妇女的四德是指哪些？,高可用性通常来描述一个系统经过专门的设计，从而减少停工时间，而保持其服务的高度可用性。,0
36,食物,food,"酸奶,有,什么,营养","可以,将,鲜,枣,晒干,制成,干枣",酸奶有什么营养,可以将鲜枣晒干制成干枣,0
37,科学,science,"蛋白质,主要,什么,组成","它,是,每,摩尔,分子,数,该,数值,六点,零,两次,十,到,二十,第三,功率",蛋白质主要由什么组成？,它是每摩尔分子数。该数值为六点零两次十到二十第三功率。,0
38,科学,science,"什么,是,牛顿,第二,定律","香蕉,酒后,吃,一些,香蕉,能,增加,血糖,浓度,降低,酒精,血液,中,的,比例,芹菜,芹菜,中,含有,丰富,的,族,维生素,能,分解,酒精,食醋,它,能,对抗,和,缓解,酒精,的,抑制作用",什么是牛顿第二定律,香蕉：酒后吃一些香蕉，能增加血糖浓度，降低酒精在血液中的比例。芹菜：芹菜中含有丰富的B族维生素，能分解酒精。食醋：它能对抗和缓解酒精的抑制作用,0
39,食物,food,"隔夜,的,鸡蛋,不能,吃","1776,年,7,月,4,日,美利坚合众国,十三个,州,的,代表,第二届,大陆,会议,上,一致,实施,了,托马斯,杰斐逊,等,起草,的",隔夜的鸡蛋不能吃?,1776 年7月4日，美利坚合众国十三个州的代表在第二届大陆会议上一致通过、实施了托马斯·杰斐逊等起草的《独立宣言》。,0
40,食物,food,"毛豆,有,什么,营养","斯,普特,尼克,一号",毛豆有什么营养,斯普特尼克一号,0
41,科学,science,"什么,是,生物,信息学","生物,信息学,是,研究,生物,信息,的,采集,处理,传播,分析,和,解释,等,各,方面,的,学科,也,是,生命科学,和,计算机科学,的,生命科学,和,计算机科学,相结合,形成,的,一门,新,学科",什么是生物信息学？,生物信息学是研究生物信息的采集、处理、存储、传播，分析和解释等各方面的学科，也是随着生命科学和计算机科学的迅猛发展，生命科学和计算机科学相结合形成的一门新学科。,1
42,科学,science,"什么,是,人工智能","人工智能,是,工程,和,科学,的,分支,致力于,构建,思维,的,机器",什么是人工智能？,"人工智能(Ai)是工程和科学的分支,致力于构建思维的机器。",1
43,历史,history,"二战,时,德国,共,投入,多少,兵力","海带,热量,低,且,充满,胶质,矿物质,海带,中,还,富含,可溶性,纤维,一般,纤维,更,容易,消化吸收,帮助,身体,顺畅,排便",二战时德国共投入多少兵力？,海带热量低且充满胶质、矿物质。海带中还富含可溶性纤维，比一般纤维更容易消化吸收，帮助身体顺畅排便。,0
44,科学,science,"什么,是,细胞学","光学,显微镜,水平,上,研究,细胞,的,化学,组成,形态,结构,及,功能,的,学科,研究,细胞,结构,和,功能,的,生物学,分支,学科",什么是细胞学？,在光学显微镜水平上研究细胞的化学组成、形态、结构及功能的学科。研究细胞结构和功能的生物学分支学科。,1
45,历史,history,"宋朝,第一个,皇帝,叫,什么,名字","宋朝,第一个,皇帝,叫,赵匡胤",宋朝第一个皇帝叫什么名字,宋朝第一个皇帝叫赵匡胤,1
46,科学,science,"糖类,的,主要,作用,是,什么","供给,和,储存,能量,构成,机体,组织,的,重要,成分,节约,蛋白质,作用,抗生,作用,解毒,作用,增强,肠道,功能",糖类的主要作用是什么,供给和储存能量、构成机体组织的重要成分、节约蛋白质作用、抗生酮作用、解毒作用、增强肠道功能。,1
47,历史,history,"二战,时,德国,共,投入,多少,兵力","黄瓜,富含,维生素,维生素,和,矿物质,而且,有利于,消化,促进,肠胃,的,蠕动,黄瓜,做成,的,减肥餐,或者,零食,都,可以,起到,减肥,的,效果,最,简单,的,方法,就是,盐,水泡,完,黄瓜,就,直接,吃,这样,原汁原味,的,感觉,很,不错,哦",二战时德国共投入多少兵力？,黄瓜富含维生素C、维生素B和矿物质，而且有利于消化，促进肠胃的蠕动。用黄瓜做成的减肥餐或者零食都可以起到减肥的效果，最简单的方法就是用盐水泡完黄瓜就直接吃，这样原汁原味的感觉很不错哦。,0
48,科学,science,"什么,是,万有引力","香蕉,酒后,吃,一些,香蕉,能,增加,血糖,浓度,降低,酒精,血液,中,的,比例,芹菜,芹菜,中,含有,丰富,的,族,维生素,能,分解,酒精,食醋,它,能,对抗,和,缓解,酒精,的,抑制作用",什么是万有引力？,香蕉：酒后吃一些香蕉，能增加血糖浓度，降低酒精在血液中的比例。芹菜：芹菜中含有丰富的B族维生素，能分解酒精。食醋：它能对抗和缓解酒精的抑制作用,0
49,食物,food,"大蒜,有,什么,营养","海带,热量,低,且,充满,胶质,矿物质,海带,中,还,富含,可溶性,纤维,一般,纤维,更,容易,消化吸收,帮助,身体,顺畅,排便",大蒜有什么营养,海带热量低且充满胶质、矿物质。海带中还富含可溶性纤维，比一般纤维更容易消化吸收，帮助身体顺畅排便。,0
50,历史,history,"历史,上,哪些,朝代,南京,定都","东吴,东晋,南朝,的,宋,齐,梁,陈,南唐,明,初,太平天国,民国时期,南京,作为,首都",历史上哪些朝代在南京定都？,东吴、东晋、南朝的宋、齐、梁、陈、南唐、明初、太平天国、民国时期把南京作为首都。,1
51,历史,history,"谁,是,美国,第,37,届,总统","美国,第,37,届,总统,是,理查德,尼克松",谁是美国第37届总统?,美国第37届总统是理查德·尼克松,1
52,食物,food,"致癌,类,的,食物,有,哪些","腌制,食品,烧烤,食物,熏制,食品,油炸,食品,霉变,物质,槟榔,隔夜,熟,白菜,和,酸菜",致癌类的食物有哪些？,腌制食品，烧烤食物，熏制食品，油炸食品，霉变物质，槟榔，隔夜熟白菜和酸菜。,1
53,科学,science,"什么,是,人工智能","封建社会,是,分封制,定义,的,一种,社会制度,狭义,分封制,的,社会,结构,这种,提法,最早,是,指,西欧,的,中世纪,的,国家,结构,中国,夏商周,先秦,时期,也,存在,类似,的,制度,广义,上,则,是,马克思,定义,的,指,的,是,地主阶级,剥削,农民,经济基础,的,社会形态,中世纪,的,欧洲,和,公元前,475,年,公元,1840,年,的,中国,就是,这种,社会形态",什么是人工智能？,封建社会是分封制定义的一种社会制度。狭义上指分封制的社会结构，这种提法最早是指西欧的中世纪的国家结构，中国夏商周先秦时期也存在类似的制度。广义上则是由马克思定义的，指的是以地主阶级剥削农民为经济基础的社会形态，中世纪的欧洲和公元前475年至公元1840年的中国就是这种社会形态。,0
54,历史,history,"丽江,古城,始建,哪个,朝代","丽江,古城,始建,宋末元,初,公元,13,世纪,后期",丽江古城始建于哪个朝代？,丽江古城始建于宋末元初（公元13世纪后期）。,1
55,科学,science,"什么,是,热力学","花椰菜,富含,维生素,能,增强,血液,凝固,能力,也,是,抗氧化剂,维生素,和,植物,钙,的,来源",什么是热力学？,花椰菜富含维生素K，能增强血液凝固能力，也是抗氧化剂维生素A、C和植物钙的来源。,0
56,科学,science,"什么,是,波长","太空,竞赛,是,哪,两个,冷战,对手,分别,是,苏联,和,美国",什么是波长？,太空竞赛是哪两个冷战对手分别是苏联和美国.,0
57,食物,food,"什么,是,食物","惯性,定理,一切,物体,没有,受到,力,的,作用,的,时候,总,保持,静止,状态,或,匀速直线,运动,状态",什么是食物？,惯性定理：一切物体在没有受到力的作用的时候，总保持静止状态或匀速直线运动状态。,0
58,历史,history,"秦兵马俑,哪","秦兵马俑,陕西省,西安市,临潼区,秦陵,街道办",秦兵马俑在哪?,秦兵马俑在陕西省西安市临潼区秦陵街道办,1
59,食物,food,"猕猴桃,有,什么,营养","美国,第,37,届,总统,是,理查德,尼克松",猕猴桃有什么营养,美国第37届总统是理查德·尼克松,0
60,食物,food,"葡萄酒,的,正确,喝","中国,古代,四大发明,分别,是,造纸术,指南针,火药,及,印刷术",葡萄酒的正确喝法,中国古代四大发明分别是造纸术、指南针、火药及印刷术。,0
61,食物,food,"冰糖,有,什么,功效","南京,简称,别名,金陵,历史,还,叫,金陵,建业,建康,秫陵,白下,升州,江宁,集庆,应天,天,京",冰糖有什么功效,"南京简称宁，别名金陵,历史还叫：金陵、建业、建康、秫陵、白下、升州、江宁、集庆、应天、天京",0
62,科学,science,"什么,是","一个,的,对话,机器人",什么是chatbot？,一个喋喋不休的对话机器人。,1
63,历史,history,"宋朝,第一个,皇帝,叫,什么,名字","革命,根据地,是,井冈山",宋朝第一个皇帝叫什么名字,中共革命根据地是井冈山,0
64,历史,history,"革命,根据地,是,哪里","革命,根据地,是,井冈山",中共革命根据地是哪里？,中共革命根据地是井冈山,1
65,科学,science,"什么,是","东吴,东晋,南朝,的,宋,齐,梁,陈,南唐,明,初,太平天国,民国时期,南京,作为,首都",什么是chatbot？,东吴、东晋、南朝的宋、齐、梁、陈、南唐、明初、太平天国、民国时期把南京作为首都。,0
66,科学,science,"什么,是,万有引力","生物,信息学,是,研究,生物,信息,的,采集,处理,传播,分析,和,解释,等,各,方面,的,学科,也,是,生命科学,和,计算机科学,的,生命科学,和,计算机科学,相结合,形成,的,一门,新,学科",什么是万有引力？,生物信息学是研究生物信息的采集、处理、存储、传播，分析和解释等各方面的学科，也是随着生命科学和计算机科学的迅猛发展，生命科学和计算机科学相结合形成的一门新学科。,0
67,历史,history,"中华民国,的,国父,是,谁","人工智能,是,工程,和,科学,的,分支,致力于,构建,思维,的,机器",中华民国的国父是谁？,"人工智能(Ai)是工程和科学的分支,致力于构建思维的机器。",0
68,食物,food,"酸奶,有,什么,营养","无机化合物,和,有机,化合物,无机,水,无机盐,有机,糖,脂,蛋白,核酸",酸奶有什么营养,"无机化合物和有机化合物 无机：水,无机盐 有机：糖,脂,蛋白,核酸",0
69,食物,food,"隔夜茶,能,不能,喝","隔夜茶,时间,过久,维生素,大多,已,丧失,且,茶汤,中,的,蛋白质,糖类,等,会,成为,细菌,霉菌,繁殖,的,养料,所以,人们,通常,认为,隔夜茶,不能,喝",隔夜茶能不能喝？,隔夜茶因时间过久，维生素大多已丧失，且茶汤中的蛋白质、糖类等会成为细菌、霉菌繁殖的养料，所以，人们通常认为隔夜茶不能喝。,1
70,科学,science,"什么,是,噪声","蒸汽机,是,詹姆斯,瓦特,发明,的",什么是噪声？,蒸汽机是詹姆斯·瓦特发明的。,0
71,科学,science,"月亮,离,地球,有,多,远","比如,抗战时期,日本,人,中国,搞,的,生化武器,战争,期间,埋,的,地雷,未,爆炸,的,炸弹,等",月亮离地球有多远？,比如抗战时期日本人在中国搞的生化武器、战争期间埋的地雷、未爆炸的炸弹等。,0
72,历史,history,"什么,叫做,封建社会","封建社会,是,分封制,定义,的,一种,社会制度,狭义,分封制,的,社会,结构,这种,提法,最早,是,指,西欧,的,中世纪,的,国家,结构,中国,夏商周,先秦,时期,也,存在,类似,的,制度,广义,上,则,是,马克思,定义,的,指,的,是,地主阶级,剥削,农民,经济基础,的,社会形态,中世纪,的,欧洲,和,公元前,475,年,公元,1840,年,的,中国,就是,这种,社会形态",什么叫做封建社会,封建社会是分封制定义的一种社会制度。狭义上指分封制的社会结构，这种提法最早是指西欧的中世纪的国家结构，中国夏商周先秦时期也存在类似的制度。广义上则是由马克思定义的，指的是以地主阶级剥削农民为经济基础的社会形态，中世纪的欧洲和公元前475年至公元1840年的中国就是这种社会形态。,1
73,科学,science,"什么,是,惯性定律","惯性,定理,一切,物体,没有,受到,力,的,作用,的,时候,总,保持,静止,状态,或,匀速直线,运动,状态",什么是惯性定律,惯性定理：一切物体在没有受到力的作用的时候，总保持静止状态或匀速直线运动状态。,1
74,历史,history,"古代,妇女,的,四德,是,指,哪些","四德,即,妇德,妇言,妇容,妇功",古代妇女的四德是指哪些？,四德即妇德、妇言、妇容、妇功,1
75,历史,history,"宋朝,第一个,皇帝,叫,什么,名字","中国,古代,四大美女,即,西施,王昭君,貂蝉,杨玉环",宋朝第一个皇帝叫什么名字,中国古代四大美女，即西施、王昭君、貂蝉、杨玉环,0
76,科学,science,"细胞,的,分子,组成,有,哪些","细胞,的,分子,组成,包括,蛋白质,核酸,脂质,无机盐,和,水",细胞的分子组成有哪些？,细胞的分子组成包括：蛋白质 核酸 脂质 无机盐和水。,1
77,食物,food,"樱桃,有,什么,营养","樱桃,不仅,是,美味,的,代,言词,还是,非常,不错,的,瘦身,水果,之一,樱桃,所含,的,抗氧化剂,能,帮助,维持,肌肉,的,质量,有助,加快,和,脂肪,燃烧,是,减肥,非常,完美,的,减肥,水果,选择",樱桃有什么营养,樱桃不仅是美味的代言词，还是非常不错的瘦身水果之一。樱桃所含的抗氧化剂能帮助维持体内肌肉的质量，有助加快新陈代谢和脂肪燃烧，是减肥者非常 完美 的减肥水果选择。,1
78,食物,food,"海带,有,什么,营养","海带,热量,低,且,充满,胶质,矿物质,海带,中,还,富含,可溶性,纤维,一般,纤维,更,容易,消化吸收,帮助,身体,顺畅,排便",海带有什么营养,海带热量低且充满胶质、矿物质。海带中还富含可溶性纤维，比一般纤维更容易消化吸收，帮助身体顺畅排便。,1
79,历史,history,"秦始皇,什么,时候,统一,中国","云,计算,是,分布式计算,的,一种,指,的,是,网络,云,将,巨大,的,数据,计算,处理程序,分解成,无数个,小,程序,然后,多部,服务器,组成,的,系统,进行,处理,和,分析,这些,小,程序,得到,结果,并,返回,用户",秦始皇什么时候统一中国,云计算是分布式计算的一种，指的是通过网络“云”将巨大的数据计算处理程序分解成无数个小程序，然后，通过多部服务器组成的系统进行处理和分析这些小程序得到结果并返回给用户。,0
80,食物,food,"什么,食物,擦,脸,皮肤,好","物理学,分支,处理,的,热量,和,其他,形式,的,能量,转换,并,管理,能源,这种,转换,的,规律",什么食物擦脸对脸皮肤好,"物理学分支处理的热量和其他形式的能量转换,并与管理能源这种转换的规律。",0
81,食物,food,"西餐,菜品,的,顺序","长寿,食物,松子,大蒜,海带,白菜,粥,荞麦",西餐菜品的顺序,长寿食物：松子、大蒜、海带、白菜、粥、荞麦,0
82,食物,food,"猕猴桃,有,什么,营养","猕猴桃,维生素,含量,特别,高,两个,猕猴桃,中,维生素,的,含量,超过,一个,橘子,而且,它,还,含有,丰富,的,钾,和,膳食,纤维",猕猴桃有什么营养,猕猴桃维生素C含量特别高，两个猕猴桃中维生素C的含量超过一个橘子，而且它还含有丰富的钾和膳食纤维。,1
83,食物,food,"五仁,是,哪些","高可用性,通常,来,描述,一个,系统,专门,的,设计,从而,减少,停工,时间,而,保持,其,服务,的,高度,可用性",五仁是哪些?,高可用性通常来描述一个系统经过专门的设计，从而减少停工时间，而保持其服务的高度可用性。,0
84,历史,history,"中华民国,的,国父,是,谁","山楂,能,防治,心血管,疾病,具有,扩张,血管,增加,冠脉,血流量,改善,心脏,活力,兴奋,中枢神经,系统,降低,血压,和,胆固醇,软化,血管,及,利尿,和,镇静,作用",中华民国的国父是谁？,山楂能防治心血管疾病，具有扩张血管、增加冠脉血流量、改善心脏活力、兴奋中枢神经系统、降低血压和胆固醇、软化血管及利尿和镇静作用,0
85,科学,science,"什么,是,超声波","超声波,是,一种,频率,高于,20000,赫兹,的,声波,它,的,方向性,好,穿透,能力,强,易于,获得,较,集中,的,声能,传播,距离远,可,用于,测距,测速,清洗,焊接,碎石,杀菌,消毒,等,医学,军事,工业,农业,上,有,很多,的,应用",什么是超声波？,超声波是一种频率高于20000赫兹的声波，它的方向性好，穿透能力强，易于获得较集中的声能，在水中传播距离远，可用于测距、测速、清洗、焊接、碎石、杀菌消毒等。在医学、军事、工业、农业上有很多的应用。,1
86,历史,history,"武汉,为什么,称为,九省,通衢","武汉,历来,称为,九省,通衢,之,地,是,中国,内陆,最大,的,水陆空,交通枢纽,它,距离,北京,上海,广州,成都,西安,等,中国,大城市,都,1000,公里,左右,是,中国,经济,的,心脏,具有,承东启,西,沟通,南北,维系,四方,的,作用",武汉为什么称为九省通衢,武汉历来被称为”九省通衢”之地，是中国内陆最大的水陆空交通枢纽．它距离北京，上海，广州，成都，西安等中国大城市都在 1000公里 左右，是中国经济的”心脏”，具有承东启西、沟通南北、维系四方的作用。,1
87,历史,history,"二战,时,德国,共,投入,多少,兵力","德国,动员,的,总兵力,1700,万,人,占,全国,总人口,的,21.5",二战时德国共投入多少兵力？,德国动员的总兵力为1700万人，占全国总人口的21.5%,1
88,科学,science,"糖类,的,主要,作用,是,什么","可以,将,鲜,枣,晒干,制成,干枣",糖类的主要作用是什么,可以将鲜枣晒干制成干枣,0
89,科学,science,"什么,是,牛顿,第二,定律","牛顿,第二,定律,物体,的,加速度,外力,的,合力,成正比,物体,的,质量,加速度,的,方向",什么是牛顿第二定律,牛顿第二定律物体的加速度与外力的合力成正比，跟物体的质量成反比，加速度的方向,1
90,食物,food,"什么,食物,擦,脸,皮肤,好","皮肤,好,的,食物,黄瓜片,西瓜皮,牛奶,蜂蜜,等",什么食物擦脸对脸皮肤好,对脸皮肤好的食物黄瓜片、西瓜皮、牛奶、蜂蜜等,1
91,历史,history,"圆明园,是,清代,什么,年间,建造,的","猕猴桃,维生素,含量,特别,高,两个,猕猴桃,中,维生素,的,含量,超过,一个,橘子,而且,它,还,含有,丰富,的,钾,和,膳食,纤维",圆明园是清代什么年间建造的,猕猴桃维生素C含量特别高，两个猕猴桃中维生素C的含量超过一个橘子，而且它还含有丰富的钾和膳食纤维。,0
92,科学,science,"什么,是","是,工程,和,科学,的,分支,致力于,构建,思维,的,机器",什么是ai,"ai是工程和科学的分支,致力于构建思维的机器。",1
93,食物,food,"黄瓜,有,什么,营养","黄瓜,富含,维生素,维生素,和,矿物质,而且,有利于,消化,促进,肠胃,的,蠕动,黄瓜,做成,的,减肥餐,或者,零食,都,可以,起到,减肥,的,效果,最,简单,的,方法,就是,盐,水泡,完,黄瓜,就,直接,吃,这样,原汁原味,的,感觉,很,不错,哦",黄瓜有什么营养,黄瓜富含维生素C、维生素B和矿物质，而且有利于消化，促进肠胃的蠕动。用黄瓜做成的减肥餐或者零食都可以起到减肥的效果，最简单的方法就是用盐水泡完黄瓜就直接吃，这样原汁原味的感觉很不错哦。,1
94,科学,science,"什么,是,负载,均衡","供给,和,储存,能量,构成,机体,组织,的,重要,成分,节约,蛋白质,作用,抗生,作用,解毒,作用,增强,肠道,功能",什么是负载均衡,供给和储存能量、构成机体组织的重要成分、节约蛋白质作用、抗生酮作用、解毒作用、增强肠道功能。,0
