,category,label,ask,ask_keyword,class_id,class
41,普通对话,dialog,乱回复了,"乱,回复,了",1,dialog
42,普通对话,dialog,我喜欢你,"我,喜欢,你",1,dialog
43,普通对话,dialog,你是小笨蛋,"你,是,小笨蛋",1,dialog
44,普通对话,dialog,真的吗?那我试试,"真的,那,我,试试",1,dialog
45,普通对话,dialog,刚起,"刚,起",1,dialog
46,历史,history,南京大屠杀死了多少人?,"南京大屠杀,死,了,多少,人",0,knowledge
47,普通对话,dialog,你是不是傻,"你,是不是,傻",1,dialog
48,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
49,普通对话,dialog,你脸皮怎么这么厚,"你,脸皮,怎么,这么,厚",1,dialog
50,普通对话,dialog,你智商有多少,"你,智商,有,多少",1,dialog
51,历史,history,太空竞赛是哪两个冷战对手之间，在20世纪航天能力的霸主地位上的竞争?,"太空,竞赛,是,哪,两个,冷战,对手,之间,20,世纪,航天,能力,的,霸主,地位,上,的,竞争",0,knowledge
52,普通对话,dialog,起床这么晚 不生气么,"起床,这么晚,不,生气",1,dialog
53,笑话,joke,笑话,笑话,2,joke
54,普通对话,dialog,找人请吃饭,"找,人,请,吃饭",1,dialog
55,科学,science,什么是化学？,"什么,是,化学",0,knowledge
56,普通对话,dialog,答非所问,答非所问,1,dialog
57,普通对话,dialog,描述一下你自己,"描述,一下,你,自己",1,dialog
58,普通对话,dialog,我很难过啊你还嘲笑我,"我,很,难过,你,还,嘲笑,我",1,dialog
59,历史,history,丽江古城始建于哪个朝代？,"丽江,古城,始建,哪个,朝代",0,knowledge
60,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
61,科学,science,什么是波长？,"什么,是,波长",0,knowledge
62,普通对话,dialog,我去睡觉了,"我,去,睡觉,了",1,dialog
63,普通对话,dialog,真经能告诉我先有鸡还是先有蛋,"真经,能,告诉,我,先,有,鸡,还是,先,有,蛋",1,dialog
64,科学,science,数据库事务四大特性是什么？,"数据库,事务,特性,是,什么",0,knowledge
65,普通对话,dialog,"可他总和我说分手,到最后我求他他又都回来了","可,他,总和,我,说,分手,到,最后,我,求,他,他,又,都,回来,了",1,dialog
66,科学,science,月亮离地球有多远？,"月亮,离,地球,有,多,远",0,knowledge
67,普通对话,dialog,谢谢,谢谢,1,dialog
68,笑话,joke,我超级无聊。你给我讲个笑话,"我,超级,无聊,你,我,讲,个,笑话",2,joke
69,普通对话,dialog,好害怕,"好,害怕",1,dialog
70,食物,food,黄瓜有什么营养,"黄瓜,有,什么,营养",0,knowledge
71,普通对话,dialog,"我擦!你这小通,我要吃掉你","我,擦,你,这,小通,我,要,吃掉,你",1,dialog
72,普通对话,dialog,陪我说说话,"陪,我,说说话",1,dialog
73,普通对话,dialog,好吧。你赢了。,"好,你,赢,了",1,dialog
74,普通对话,dialog,眼睫毛进眼睛了,"眼睫毛,进,眼睛,了",1,dialog
75,食物,food,隔夜的鸡蛋不能吃?,"隔夜,的,鸡蛋,不能,吃",0,knowledge
76,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
77,历史,history,历史上南京还有别的称呼吗？,"历史,上,南京,还有,别的,称呼",0,knowledge
78,普通对话,dialog,你为什么喜欢我,"你,为什么,喜欢,我",1,dialog
79,普通对话,dialog,这软件怎么做的,"这,软件,怎么,做,的",1,dialog
80,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
81,普通对话,dialog,怎么答非所问,"怎么,答非所问",1,dialog
82,普通对话,dialog,你最乖了,"你,最,乖,了",1,dialog
83,笑话,joke,"我不开心,你讲个笑话","我,不,开心,你,讲,个,笑话",2,joke
84,普通对话,dialog,谁制造了你!我是你爹就把你拆了,"谁,制造,了,你,我,是,你,爹,就,你,拆,了",1,dialog
85,食物,food,什么是食物？,"什么,是,食物",0,knowledge
86,普通对话,dialog,你会什么乐器,"你,会,什么,乐器",1,dialog
87,普通对话,dialog,"对,是要回家了","是,要,回家,了",1,dialog
88,普通对话,dialog,找不到!好烦躁,"找,不到,好,烦躁",1,dialog
89,普通对话,dialog,你是什么性别,"你,是,什么,性别",1,dialog
90,普通对话,dialog,天天早醒 羡慕,"天天,早,醒,羡慕",1,dialog
91,普通对话,dialog,我要和你对骂,"我,要,和,你,对骂",1,dialog
92,普通对话,dialog,想知道,"想,知道",1,dialog
93,食物,food,隔夜茶能不能喝？,"隔夜茶,能,不能,喝",0,knowledge
94,笑话,joke,我很烦啊。给我讲个笑话,"我,很烦,啊,我,讲,个,笑话",2,joke
95,普通对话,dialog,你是狗嘴吐不出象牙,"你,是,狗嘴吐不,出,象牙",1,dialog
96,普通对话,dialog,跑步去丫,"跑步,去,丫",1,dialog
97,普通对话,dialog,女朋友要和我分手。小通告诉我怎么做,"女朋友,要,和,我,分手,小通,告诉,我,怎么,做",1,dialog
98,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
99,普通对话,dialog,追到了!打死你,"追到,了,打死,你",1,dialog
100,普通对话,dialog,那一般的。,"那,一般,的",1,dialog
101,普通对话,dialog,那你给我滚一个看看,"那,你,我,滚,一个,看看",1,dialog
102,普通对话,dialog,你到底是人还是机器,"你,到底,是,人,还是,机器",1,dialog
103,普通对话,dialog,女的，活的,"女,的,活,的",1,dialog
104,普通对话,dialog,你叫什么名字？,"你,叫,什么,名字",1,dialog
105,普通对话,dialog,我也无语了,"我,也,无语,了",1,dialog
106,食物,food,草莓有什么营养,"草莓,有,什么,营养",0,knowledge
107,普通对话,dialog,"谁是好汉,我是你姐姐","谁,是,好汉,我,是,你,姐姐",1,dialog
108,普通对话,dialog,无聊,无聊,1,dialog
109,普通对话,dialog,今天分手了,"今天,分手,了",1,dialog
110,普通对话,dialog,给我倒杯茶,"我,倒杯茶",1,dialog
111,历史,history,世界第一台计算机诞生时间？,"世界,第一台,计算机,诞生,时间",0,knowledge
112,食物,food,食物的五味？,"食物,的,五味",0,knowledge
113,科学,science,什么是人工智能？,"什么,是,人工智能",0,knowledge
114,普通对话,dialog,"哎呀,人家也正无聊","人家,也,正,无聊",1,dialog
115,普通对话,dialog,我想要减肥,"我,想要,减肥",1,dialog
116,普通对话,dialog,哈哈。,,1,dialog
117,普通对话,dialog,哈哈哈哈哈,,1,dialog
118,食物,food,山楂的功效？,"山楂,的,功效",0,knowledge
119,科学,science,什么是黑洞？,"什么,是,黑洞",0,knowledge
120,科学,science,蛋白质主要由什么组成？,"蛋白质,主要,什么,组成",0,knowledge
121,普通对话,dialog,你知道我是谁么！,"你,知道,我,是,谁么",1,dialog
122,历史,history,中华民国74年总统是谁？,"中华民国,74,年,总统,是,谁",0,knowledge
123,普通对话,dialog,你好可爱,"你好,可爱",1,dialog
124,笑话,joke,讲个笑话先,"讲,个,笑话,先",2,joke
125,普通对话,dialog,你好吗?,你好,1,dialog
126,普通对话,dialog,"元芳,你怎么看","元芳,你,怎么,看",1,dialog
127,科学,science,什么是热力学？,"什么,是,热力学",0,knowledge
128,普通对话,dialog,你真的好萌呀么么哒,"你,真的,好,萌",1,dialog
129,普通对话,dialog,你过来给我亲亲一个,"你,过来,我,亲亲,一个",1,dialog
130,普通对话,dialog,回复不上了?给我解释解释,"回复,不上,了,我,解释,解释",1,dialog
131,笑话,joke,来个笑话,"来,个,笑话",2,joke
132,历史,history,谁发明了蒸汽机,"谁,发明,了,蒸汽机",0,knowledge
133,普通对话,dialog,给我介绍个女朋友。,"我,介绍,个,女朋友",1,dialog
134,普通对话,dialog,你平常几点起,"你,平常,几点,起",1,dialog
135,普通对话,dialog,欠揍了,"欠揍,了",1,dialog
136,普通对话,dialog,我好寂寞,"我,好,寂寞",1,dialog
137,历史,history,美国是在哪年哪天独立的？,"美国,是,哪年,哪天,独立,的",0,knowledge
138,普通对话,dialog,啦啦啦.,.,1,dialog
139,普通对话,dialog,小通,小通,1,dialog
140,普通对话,dialog,你为什么那么可爱,"你,为什么,那么,可爱",1,dialog
141,食物,food,毛豆有什么营养,"毛豆,有,什么,营养",0,knowledge
142,普通对话,dialog,你能做什么呢？,"你,能,做,什么",1,dialog
143,普通对话,dialog,天天过的啥日子 什么事都让我干,"天天,过,的,啥,日子,什么,事,都,让,我,干",1,dialog
144,普通对话,dialog,很晚了,"很,晚,了",1,dialog
145,普通对话,dialog,你好逗啊,"你好,逗",1,dialog
146,普通对话,dialog,你带路,"你,带路",1,dialog
147,普通对话,dialog,笨蛋,笨蛋,1,dialog
148,普通对话,dialog,你起来好早,"你,起来,好,早",1,dialog
149,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
150,普通对话,dialog,你好,你好,1,dialog
151,普通对话,dialog,你是白痴么,"你,是,白痴",1,dialog
152,普通对话,dialog,请问你是公的还是母的？,"请问,你,是,公,的,还是,母,的",1,dialog
153,普通对话,dialog,我去睡觉了,"我,去,睡觉,了",1,dialog
154,历史,history,谁发明了世界上第一台计算机？,"谁,发明,了,世界,上,第一台,计算机",0,knowledge
155,普通对话,dialog,搞基好不好,"搞,基,好不好",1,dialog
156,普通对话,dialog,你是欠抽了,"你,是,欠,抽,了",1,dialog
157,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
158,普通对话,dialog,开题报告不会写怎么办,"开题,报告,不会,写,怎么办",1,dialog
159,普通对话,dialog,汗,汗,1,dialog
160,普通对话,dialog,小通你来自哪里？,"小通,你,来自,哪里",1,dialog
161,普通对话,dialog,"好无聊啊,在上课","好,无聊,啊,上课",1,dialog
162,普通对话,dialog,"呜呜,牙疼","呜呜,牙疼",1,dialog
163,食物,food,土豆有什么营养,"土豆,有,什么,营养",0,knowledge
164,普通对话,dialog,我喜欢你,"我,喜欢,你",1,dialog
165,普通对话,dialog,你等着偿命,"你,等,着,偿命",1,dialog
166,普通对话,dialog,这样就能及格了吗,"这样,就,能,及格,了",1,dialog
167,普通对话,dialog,坐火车无聊,"坐火车,无聊",1,dialog
168,历史,history,第一颗人造地球卫星的名称是什么?,"第一颗,人造地球,卫星,的,名称,是,什么",0,knowledge
169,普通对话,dialog,现在是不是没有那么多人找你玩了,"现在,是不是,没有,那么,多,人,找,你,玩,了",1,dialog
170,普通对话,dialog,怎么才能什让这个这个寒假过得有意义,"怎么,才能,什让,这个,这个,寒假,过,得,有,意义",1,dialog
171,普通对话,dialog,长的好看的,"长,的,好看,的",1,dialog
172,科学,science,什么是牛顿第二定律,"什么,是,牛顿,第二,定律",0,knowledge
173,普通对话,dialog,萌萌的,"萌,萌,的",1,dialog
174,普通对话,dialog,人家头好痛,"人家,头,好,痛",1,dialog
175,普通对话,dialog,我要去死了再见这个世界,"我,要,去,死,了,再见,这个,世界",1,dialog
176,普通对话,dialog,什么时候才能下班,"什么,时候,才能,下班",1,dialog
177,普通对话,dialog,who,,1,dialog
178,普通对话,dialog,你的设计人是谁,"你,的,设计,人,是,谁",1,dialog
179,普通对话,dialog,"过来,我头疼→_→","过来,我,头疼",1,dialog
180,历史,history,宋朝第一个皇帝叫什么名字,"宋朝,第一个,皇帝,叫,什么,名字",0,knowledge
181,普通对话,dialog,不理你了，睡觉了,"不理,你,了,睡觉,了",1,dialog
182,普通对话,dialog,高富帅,高富帅,1,dialog
183,普通对话,dialog,无聊啊。有什么好玩儿的,"无聊,啊,有,什么,好玩儿,的",1,dialog
184,普通对话,dialog,你是怎么回的这么快的,"你,是,怎么,回,的,这么,快,的",1,dialog
185,普通对话,dialog,你有没有好基友,"你,有没有,好,基友",1,dialog
186,普通对话,dialog,这是自动回复吗?速度棒棒滴,"这,是,自动,回复,速度,棒棒,滴",1,dialog
187,普通对话,dialog,快到碗里来,"快,到,碗,里来",1,dialog
188,普通对话,dialog,真的,真的,1,dialog
189,普通对话,dialog,你好吗?,你好,1,dialog
190,普通对话,dialog,我告诉你一个秘密，你不要和别人说,"我,告诉,你,一个,秘密,你,不要,和,别人,说",1,dialog
191,普通对话,dialog,弄不死你,"弄,不,死,你",1,dialog
192,普通对话,dialog,你会说英语吗？,"你,会,说,英语",1,dialog
193,历史,history,秦始皇什么时候统一中国,"秦始皇,什么,时候,统一,中国",0,knowledge
194,科学,science,什么是生物信息学？,"什么,是,生物,信息学",0,knowledge
195,普通对话,dialog,请问你有脖子嘛,"请问,你,有,脖子",1,dialog
196,普通对话,dialog,我喜欢你,"我,喜欢,你",1,dialog
197,普通对话,dialog,谢谢你,"谢谢,你",1,dialog
198,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
199,历史,history,鸦片战争是哪一年？,"鸦片战争,是,哪一年",0,knowledge
200,普通对话,dialog,饿了,"饿,了",1,dialog
201,普通对话,dialog,那怎么补偿我,"那,怎么,补偿,我",1,dialog
202,普通对话,dialog,咬死你,"咬,死,你",1,dialog
203,普通对话,dialog,how are you,,1,dialog
204,普通对话,dialog,我放寒假咯,我,1,dialog
205,普通对话,dialog,什么样的要求低？,"什么样,的,要求,低",1,dialog
206,普通对话,dialog,怎么老是叫我看书!都已经放假了,"怎么,老,是,叫,我,看书,都,已经,放假,了",1,dialog
207,科学,science,什么是惯性定律,"什么,是,惯性定律",0,knowledge
208,普通对话,dialog,"我也好无聊哦,找不到人玩","我,无聊,哦,找,不到,人,玩",1,dialog
209,普通对话,dialog,早安,早安,1,dialog
210,普通对话,dialog,我很难过，安慰我~,"我,很,难过,安慰,我",1,dialog
211,历史,history,中华民国的国父是谁？,"中华民国,的,国父,是,谁",0,knowledge
212,普通对话,dialog,真累！感觉不会再爱了,"真累,感觉,不会,再,爱,了",1,dialog
213,普通对话,dialog,"小通啊,帮我找个女朋友啊！","小通,帮,我,找,个,女朋友,啊",1,dialog
214,笑话,joke,讲个笑话,"讲,个,笑话",2,joke
215,食物,food,樱桃有什么营养,"樱桃,有,什么,营养",0,knowledge
216,科学,science,细胞的分子组成有哪些？,"细胞,的,分子,组成,有,哪些",0,knowledge
217,普通对话,dialog,"哎呦,我刚起呦","我,刚,起",1,dialog
218,食物,food,冬季不能吃什么食物？,"冬季,不能,吃,什么,食物",0,knowledge
219,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
220,普通对话,dialog,我好无聊,"我,好,无聊",1,dialog
221,普通对话,dialog,你好可爱,"你好,可爱",1,dialog
222,普通对话,dialog,我左边的人考试快挂科了,"我,左边,的,人,考试,快,挂,科,了",1,dialog
223,普通对话,dialog,我也不错.,"我,也,不错",1,dialog
224,科学,science,云计算是干什么的,"云,计算,是,干什么,的",0,knowledge
225,普通对话,dialog,你说一句,"你,说,一句",1,dialog
226,历史,history,中国古代四大美女？,"中国,古代,四大美女",0,knowledge
227,食物,food,西餐菜品的顺序,"西餐,菜品,的,顺序",0,knowledge
228,科学,science,光在真空中的传播速度？,"光,真空,中,的,传播速度",0,knowledge
229,普通对话,dialog,小通,小通,1,dialog
230,普通对话,dialog,求女朋友,"求,女朋友",1,dialog
231,普通对话,dialog,不知道你在说啥,"不,知道,你,说,啥",1,dialog
232,普通对话,dialog,你是人还是智能,"你,是,人,还是,智能",1,dialog
233,科学,science,什么是超声波？,"什么,是,超声波",0,knowledge
234,科学,science,什么是高可用性,"什么,是,高可用性",0,knowledge
235,普通对话,dialog,你不爱我了,"你,不,爱,我,了",1,dialog
236,普通对话,dialog,呵呵,呵呵,1,dialog
237,普通对话,dialog,你不害臊,"你,不,害臊",1,dialog
238,普通对话,dialog,你是男生女生,"你,是,男生女生",1,dialog
239,食物,food,白菜有什么营养,"白菜,有,什么,营养",0,knowledge
240,普通对话,dialog,不想上班,"不想,上班",1,dialog
241,普通对话,dialog,你几岁啦？,"你,几岁",1,dialog
242,笑话,joke,讲个笑话,"讲,个,笑话",2,joke
243,普通对话,dialog,发烧了怎么办,"发烧,了,怎么办",1,dialog
244,科学,science,什么是热力学定律？,"什么,是,热力学,定律",0,knowledge
245,普通对话,dialog,想揍你,"想,揍,你",1,dialog
246,普通对话,dialog,不理你了,"不理,你,了",1,dialog
247,普通对话,dialog,爱的小通。我无聊,"爱,的,小通,我,无聊",1,dialog
248,食物,food,什么食物擦脸对脸皮肤好,"什么,食物,擦,脸,皮肤,好",0,knowledge
249,历史,history,谁发明了电灯泡,"谁,发明,了,电灯泡",0,knowledge
250,普通对话,dialog,你真的好闲,"你,真的,好,闲",1,dialog
251,普通对话,dialog,我很早就起来了,"我,很,早就,起来,了",1,dialog
252,普通对话,dialog,怎么减肥,"怎么,减肥",1,dialog
253,普通对话,dialog,我爱你小通!玩玩你,"我爱你,小通,玩玩,你",1,dialog
254,普通对话,dialog,我累了,"我,累,了",1,dialog
255,普通对话,dialog,你怎么知道的呢？,"你,怎么,知道,的",1,dialog
256,笑话,joke,讲个笑话,"讲,个,笑话",2,joke
257,食物,food,鱼肚是什么,"鱼肚,是,什么",0,knowledge
258,科学,science,什么是万有引力？,"什么,是,万有引力",0,knowledge
259,食物,food,致癌类的食物有哪些？,"致癌,类,的,食物,有,哪些",0,knowledge
260,科学,science,什么是chatbot？,"什么,是",0,knowledge
261,食物,food,冰糖有什么功效,"冰糖,有,什么,功效",0,knowledge
262,普通对话,dialog,我也还不错,"我,也,还,不错",1,dialog
263,普通对话,dialog,你的脸在哪,"你,的,脸,哪",1,dialog
264,普通对话,dialog,今天干嘛了,"今天,干嘛,了",1,dialog
265,普通对话,dialog,回家的车上好挤,"回家,的,好,挤",1,dialog
266,普通对话,dialog,你是公的还是母的,"你,是,公,的,还是,母,的",1,dialog
267,普通对话,dialog,真的么,真的,1,dialog
268,普通对话,dialog,你要嫁给我麽,"你,要,嫁给,我",1,dialog
269,笑话,joke,给我讲一个笑话，换一个笑话,"我,讲,一个,笑话,换,一个,笑话",2,joke
270,普通对话,dialog,生气了,"生气,了",1,dialog
271,普通对话,dialog,我说你不想活了,"我,说,你,不想,活,了",1,dialog
272,普通对话,dialog,吃饭了吗,"吃饭,了",1,dialog
273,普通对话,dialog,眼睛痛,"眼睛,痛",1,dialog
274,普通对话,dialog,你的生日是什么时候,"你,的,生日,是,什么,时候",1,dialog
275,普通对话,dialog,你是用什么语言写的？,"你,是,什么,语言,写,的",1,dialog
276,普通对话,dialog,想我干嘛,"想,我,干嘛",1,dialog
277,普通对话,dialog,我不喜欢你了,"我,不,喜欢,你,了",1,dialog
278,科学,science,什么是细胞学？,"什么,是,细胞学",0,knowledge
279,普通对话,dialog,我数123,"我,数,123",1,dialog
280,普通对话,dialog,小通，你有姐妹吗？,"小通,你,有,姐妹",1,dialog
281,普通对话,dialog,你起的可真早,"你,起,的,可,真早",1,dialog
282,普通对话,dialog,你想跟多少人聊天,"你,想,多少,人,聊天",1,dialog
283,普通对话,dialog,向我道歉!马上,"我,道歉,马上",1,dialog
284,普通对话,dialog,我可以调戏你吗,"我,可以,调戏,你",1,dialog
285,普通对话,dialog,"吃你,这想法不错,快到碗里来","吃,你,这,想法,不错,快,到,碗,里来",1,dialog
286,普通对话,dialog,"都这个点了,我还没起床、来拯救我","都,这个,点,了,我,还,没,起床,来,拯救,我",1,dialog
287,普通对话,dialog,小通！你今年几岁了,"小通,你,今年,几岁,了",1,dialog
288,普通对话,dialog,还记得我不,"还,记得,我,不",1,dialog
289,食物,food,猕猴桃有什么营养,"猕猴桃,有,什么,营养",0,knowledge
290,普通对话,dialog,你这会儿在干嘛,"你,这会儿,干嘛",1,dialog
291,食物,food,长寿类食物有哪些？,"长寿,类,食物,有,哪些",0,knowledge
292,普通对话,dialog,什么歌好听,"什么,歌,好听",1,dialog
293,食物,food,酸奶有什么营养,"酸奶,有,什么,营养",0,knowledge
294,科学,science,组成细胞的化合物有哪些？,"组成,细胞,的,化合物,有,哪些",0,knowledge
295,普通对话,dialog,"天哪,我咋又成你主人了","天,哪,我,咋,又,成,你,主人,了",1,dialog
296,食物,food,虾有什么营养,"虾,有,什么,营养",0,knowledge
297,普通对话,dialog,哼!你不想我，我就不和你玩,"哼,你,不想,我,我,就,不,和,你,玩",1,dialog
298,普通对话,dialog,有没有给你钱阿！每天这么辛苦,"有没有,你,钱,阿,每天,这么,辛苦",1,dialog
299,历史,history,中国古代四大发明有哪些？,"中国,古代,四大发明,有,哪些",0,knowledge
300,普通对话,dialog,睡不着了,"睡不着,了",1,dialog
301,普通对话,dialog,"好的,哭","好,的,哭",1,dialog
302,普通对话,dialog,信不信我拆了你,"信不信,我,拆,了,你",1,dialog
303,普通对话,dialog,你怎么什么都知道,"你,怎么,什么,都,知道",1,dialog
304,科学,science,什么是噪声？,"什么,是,噪声",0,knowledge
305,普通对话,dialog,在干嘛,干嘛,1,dialog
306,食物,food,鲜枣应该如何保存啊？,"鲜枣,应该,如何,保存,啊",0,knowledge
307,普通对话,dialog,小通,小通,1,dialog
308,历史,history,什么叫历史遗留危险废物,"什么,叫,历史,遗留,危险废物",0,knowledge
309,普通对话,dialog,你会不会生气,"你,会,不会,生气",1,dialog
310,普通对话,dialog,你是笨蛋,"你,是,笨蛋",1,dialog
311,科学,science,声音在空气中传播的速度是多少？,"声音,空气,中,传播,的,速度,是,多少",0,knowledge
312,普通对话,dialog,你会聊点啥,"你,会,聊,点,啥",1,dialog
313,普通对话,dialog,心情不好 怎么办啊小通,"心情,不好,怎么办,小通",1,dialog
314,普通对话,dialog,主人去学习啦88,"主人,去,学习,88",1,dialog
315,普通对话,dialog,你是男森还是女森,"你,是,男,森,还是,女,森",1,dialog
316,普通对话,dialog,"小通, 在吗？",小通,1,dialog
317,普通对话,dialog,你是家养的还是野生的,"你,是,家养,的,还是,野生,的",1,dialog
318,历史,history,什么叫做封建社会,"什么,叫做,封建社会",0,knowledge
319,普通对话,dialog,打你,"打,你",1,dialog
320,普通对话,dialog,是,是,1,dialog
321,普通对话,dialog,"唱吧,开始","唱,开始",1,dialog
322,食物,food,葡萄酒的正确喝法,"葡萄酒,的,正确,喝",0,knowledge
323,普通对话,dialog,"不开心了,怎么办","不,开心,了,怎么办",1,dialog
324,普通对话,dialog,乖 唱首歌给我听,"乖,唱首歌,我,听",1,dialog
325,普通对话,dialog,你认识我么,"你,认识,我么",1,dialog
326,普通对话,dialog,昨晚几点睡的,"昨晚,几点,睡,的",1,dialog
327,普通对话,dialog,噗。这是什么,"噗,这,是,什么",1,dialog
328,普通对话,dialog,假期好无聊哦!怎么破,"假期,好,无聊,哦,怎么,破",1,dialog
329,普通对话,dialog,我不是小学生 我是老师哦 不坑人的,"我,不是,小学生,我,是,老师,哦,不,坑人,的",1,dialog
330,普通对话,dialog,"请问小通,你是哪里人","请问,小通,你,是,哪里,人",1,dialog
331,普通对话,dialog,为什么我还没有男朋友,"为什么,我,还,没有,男朋友",1,dialog
332,普通对话,dialog,你是人是鬼是男是女?快快道来,"你,是,人,是,鬼,是,男,是,女,快快,道,来",1,dialog
333,普通对话,dialog,小通,小通,1,dialog
334,普通对话,dialog,是你猜,"是,你,猜",1,dialog
335,普通对话,dialog,哪里剪头发好呢?,"哪里,好",1,dialog
336,科学,science,什么是聊天机器人？,"什么,是,聊天,机器人",0,knowledge
337,普通对话,dialog,累死了,"累死,了",1,dialog
338,历史,history,二战时德国共投入多少兵力？,"二战,时,德国,共,投入,多少,兵力",0,knowledge
339,普通对话,dialog,"好吧,那你走","好,那,你,走",1,dialog
340,普通对话,dialog,小通,小通,1,dialog
341,普通对话,dialog,怎么可能你想多了,"怎么,可能,你,想,多,了",1,dialog
342,普通对话,dialog,我感冒发烧十天了还不好 怎么办,"我,感冒,发烧,十天,了,还,不好,怎么办",1,dialog
343,普通对话,dialog,机器人你好,"机器人,你好",1,dialog
344,普通对话,dialog,是的，我有个问题.,"是,的,我,有个,问题",1,dialog
345,普通对话,dialog,你又跑哪里去,"你,又,跑,哪里,去",1,dialog
346,科学,science,太阳是离地球有多远？,"太阳,是,离,地球,有,多,远",0,knowledge
347,普通对话,dialog,现在才起床,"现在,才,起床",1,dialog
348,普通对话,dialog,可是我一看到吃的就想吃,"可是,我,一,看到,吃,的,就,想,吃",1,dialog
349,普通对话,dialog,在干嘛,干嘛,1,dialog
350,普通对话,dialog,所以说这是寂寞了么,"所以,说,这,是,寂寞,了",1,dialog
351,普通对话,dialog,中午吃什么好,"中午,吃,什么,好",1,dialog
352,普通对话,dialog,昨晚做了个噩梦,"昨晚,做,了,个,噩梦",1,dialog
353,普通对话,dialog,夸我帅,"夸,我帅",1,dialog
