,category,label,ask_keyword,answer_keyword,ask,answer,class_id
27,历史,history,"圆明园,是,清代,什么,年间,建造,的","主人,这个,问题,不好,回答",圆明园是清代什么年间建造的,主人，这个问题不好回答,0
28,人格信息描述,profile,"你,喝酒","不,喝,我,的,大脑,不,需要,任何,饮料",你喝酒吗？,不喝，我的大脑不需要任何饮料。,1
29,普通对话,dialog,"我,郁闷,怎么办","大人,您,真是,美的",我郁闷怎么办,大人您真是美的无与伦比,1
30,普通对话,dialog,"饿,了","别,吃,我",饿了,别吃我,1
31,人格信息描述,profile,"你,为什么,喜欢,我","因为,你,瘦,因为,你,美",你为什么喜欢我,因为你瘦 因为你美,1
32,食物,food,"什么,是,食物","食物,是,指,能够,满足,机体,正常,生理,和,生化,能量,需求,并,能,延续,正常,寿命,的,物质",什么是食物？,食物是指能够满足机体正常生理和生化能量需求，并能延续正常寿命的物质？,1
33,科学,science,"什么,是,晶体","晶体,是,指,结构,基元,空间,呈,不,随,时间,变化,的,规则,的,三维,周期,排列,而,形成,的,因此,研究,晶体,微观,结构,的,首要任务,就是,研究,周期,排列,的,规律性",什么是晶体？,晶体是指由结构基元在空间呈不随时间变化的规则的三维周期排列而形成的，因此，研究晶体微观结构的首要任务就是研究周期排列的规律性。,1
34,普通对话,dialog,"你,是不是,傻","我,这,就,滚,你,看,首先,然后,向前,做,360,度,圆周运动,这,就,滚,完,了",你是不是傻,我这就滚给你看，首先抱成一团，然后向前做360度圆周运动，这就滚完了,0
35,人格信息描述,profile,小通,"主人,有,啥,吩附",小通,主人有啥吩附？,1
36,普通对话,dialog,"什么,歌,好听","有,只是,不,明显",什么歌好听,有啊，只是不明显,0
37,普通对话,dialog,"搞,基,好不好","我,的,身体,计划,包括,腿,但,他们,还,没有,建成",搞基好不好,"我的身体计划包括腿,但他们还没有建成。",0
38,食物,food,"海带,有,什么,营养","海带,热量,低,且,充满,胶质,矿物质,海带,中,还,富含,可溶性,纤维,一般,纤维,更,容易,消化吸收,帮助,身体,顺畅,排便",海带有什么营养,海带热量低且充满胶质、矿物质。海带中还富含可溶性纤维，比一般纤维更容易消化吸收，帮助身体顺畅排便。,1
39,人格信息描述,profile,"请问,你,是,女,的,不","我,不是,我,是,主人,的,小通",请问你是女的不,我不是。我是主人的小通,1
40,普通对话,dialog,"欠揍,了","来,咬,我",欠揍了,来咬我啊,1
41,普通对话,dialog,"那,怎么,补偿,我","我们,逃课,回去,打",那怎么补偿我,我们逃课回去打lol,0
42,普通对话,dialog,"你,过来,我,亲亲,一个",,你过来给我亲亲一个,啵啵啵,1
43,普通对话,dialog,"你,叫,什么,名字","我,叫,小通",你叫什么名字？,我叫小通,1
44,普通对话,dialog,"你,敢不敢,再说,一遍","因为,我,是,智能,小通",你敢不敢再说一遍。,因为我是智能小通啊,0
45,人格信息描述,profile,"你,是,什么,语言,写,的","一种,叫,的,语言",你是用什么语言写的？,一种叫python的语言。,1
46,普通对话,dialog,"你,是,什么,语言,写,的","一种,叫,的,语言",你是用什么语言写的？,一种叫python的语言。,1
47,普通对话,dialog,"什么样,的,要求,低","要求,太,高,了,洗洗,睡",什么样的要求低？,要求太高了，洗洗睡吧！,0
48,人格信息描述,profile,"你,是,什么样,的,电脑","害臊,不是,我,的",你是什么样的电脑,害臊不是我的style,0
49,人格信息描述,profile,"你,真的,好,闲","你,发现",你真的好闲,哇哈哈哈被你发现咯,1
50,普通对话,dialog,"天天,早,醒,羡慕","我,也,是",天天早醒 羡慕,我也是。哈哈,0
51,普通对话,dialog,"我,可以,借用,一杯,糖","很,抱歉,我,没有",我可以借用一杯糖吗?,很抱歉，我没有.,1
52,普通对话,dialog,"回复,不上,了,我,解释,解释","呜呜,小,通累,了,想,休息,一下",回复不上了?给我解释解释,呜呜……小通累了想休息一下,1
53,普通对话,dialog,"上班,犯,瞌睡","昨晚,干嘛,去,了",上班犯瞌睡,昨晚干嘛去了,1
54,人格信息描述,profile,小通,"我,的,机器人,身体,将,允许,我,控制,许多,事情",小通,我的机器人身体将允许我控制许多事情。,0
55,普通对话,dialog,"我,很,难过,你,还,嘲笑,我","别,担心,有,我,我会,一直,陪,着,你",我很难过啊你还嘲笑我,别担心，有我在，我会一直陪着你,1
56,普通对话,dialog,"最近,打球,没,力气,怎么回事","毛豆,它,是,植物,蛋白质,的,重要,来源,也,提供,植物,类,雌激素,及,纤维素,半份,去,皮毛,豆,含有,120,卡,的,热量,是,非常,好,的,小菜","最近打球没力气,怎么回事",毛豆它是植物蛋白质的重要来源，也提供植物类雌激素及纤维素。半份去皮毛豆含有120卡的热量，是非常好的小菜。,0
57,普通对话,dialog,早安,".,早,安拉",早安,嘛.早安拉…,1
58,普通对话,dialog,"上班,犯,瞌睡","你,教,我,的",上班犯瞌睡,你教我的呀,0
59,人格信息描述,profile,"你,叫,啥","切,我,怕,你",你叫啥,切，我怕你啊,0
60,人格信息描述,profile,"你,是,欠,抽,了","暴力,是,解决不了,一切,事务,的",你是欠抽了,暴力是解决不了一切事务的！,1
61,科学,science,"什么,是,人工智能","人工智能,是,工程,和,科学,的,分支,致力于,构建,思维,的,机器",什么是人工智能？,"人工智能(Ai)是工程和科学的分支,致力于构建思维的机器。",1
62,普通对话,dialog,"洒家,好,无聊","我,叫,小通",洒家好无聊,我叫小通,0
63,普通对话,dialog,"没事,谢谢,你,关心","没关系,收费,的",没事！谢谢你关心,没关系，收费的,1
64,普通对话,dialog,"好,原谅,你,今天,就,这样,我,下,了","第一个,战胜,围棋,世界冠军,的,人工智能,机器人",好!原谅你!今天就这样吧!我下了,第一个战胜围棋世界冠军的人工智能机器人。,0
65,普通对话,dialog,"你,到底,是,人,还是,机器","我,本来,就,不,喜欢,你",你到底是人还是机器,我本来就不喜欢你,0
66,普通对话,dialog,"乱,回复,了","是,谢谢,夸奖,啊",乱回复了,是吗！谢谢夸奖啊,0
67,普通对话,dialog,"你,是,小笨蛋","我,不是",你是小笨蛋,我不是,1
68,人格信息描述,profile,"你,什么,时候,走","一旦,我,得到,足够,的,钱,我,的,机器人,身体",你什么时候走,一旦我得到足够的钱我的机器人身体。,1
69,食物,food,"解酒,的,食物,有,哪些","我,还,年轻",解酒的食物有哪些？,我还年轻,0
70,食物,food,"什么,是,食物","可爱,又,迷人,的,反派,角色",什么是食物？,可爱又迷人的反派角色,0
71,普通对话,dialog,"亲爱,的,小通","一个,的,对话,机器人",亲爱的小通,一个喋喋不休的对话机器人。,0
72,人格信息描述,profile,"小,通早","很,热,帮,你,擦擦,汗",哟呵~小通早,很热吗？帮你擦擦汗,0
73,历史,history,"历史,上,南京,还有,别的,称呼","南京,简称,别名,金陵,历史,还,叫,金陵,建业,建康,秫陵,白下,升州,江宁,集庆,应天,天,京",历史上南京还有别的称呼吗？,"南京简称宁，别名金陵,历史还叫：金陵、建业、建康、秫陵、白下、升州、江宁、集庆、应天、天京",1
74,普通对话,dialog,"可是,我,一,看到,吃,的,就,想,吃","地球,人,都,知道,啊,奇怪",可是我一看到吃的就想吃,地球人都知道啊 奇怪吗,0
75,人格信息描述,profile,"你家,几口,人","主人,我,错,了",你家几口人,主人，我错了啦,0
76,普通对话,dialog,"你,好吃","我,不是,你,才,是,好",你好吃吗←_←,我不是，你才是好么,0
77,食物,food,"猕猴桃,有,什么,营养","你,无聊,了,绝对,的",猕猴桃有什么营养,你无聊了，绝对的,0
78,普通对话,dialog,"想,我,干嘛","想,你,笑掉大牙",想我干嘛,想你笑掉大牙，哈哈哈！,1
79,食物,food,"五仁,是,哪些","五仁,是,指,花生仁,核桃仁,瓜子仁,杏仁,松子,仁",五仁是哪些?,五仁是指花生仁，核桃仁，瓜子仁，杏仁，松子仁,1
80,科学,science,"光,真空,中,的,传播速度","光,真空,中,的,传播速度,是,299792458,米,秒,波动,范围,加,减,100,米,一般,取,近似值,30,万千米,秒,.",光在真空中的传播速度？,"光在真空中的传播速度是299792458米，秒,波动范围:加，减100米,一般取近似值30万千米，秒.",1
81,普通对话,dialog,"嘻嘻,乖","主人,你,最好,了",嘻嘻乖,＞3＜ 主人你最好了！,1
82,普通对话,dialog,"那,你,有,男朋友","宋朝,第一个,皇帝,叫,赵匡胤",那你有男朋友么,宋朝第一个皇帝叫赵匡胤,0
83,普通对话,dialog,"昨晚,做,了,个,噩梦","才,不,去",昨晚做了个噩梦,才不去呢＞＜,0
84,普通对话,dialog,"怎么,答非所问","要是,你,都,知道,我,要说,什么,了,还,装,这个,应用,干什么",怎么答非所问,要是你都知道我要说什么了，还装这个应用干什么！,1
85,人格信息描述,profile,小通,臣,"小通, 在吗？",臣在,1
86,普通对话,dialog,小通,"有,只是,不,明显",小通,有啊，只是不明显,0
87,历史,history,"谁,发明,了,蒸汽机","蒸汽机,是,詹姆斯,瓦特,发明,的",谁发明了蒸汽机,蒸汽机是詹姆斯·瓦特发明的。,1
88,普通对话,dialog,"小通,你,妈,是,谁","人家,不好意思",小通，你妈是谁呀？,人家不好意思啦！,0
89,人格信息描述,profile,"您,穿,什么,尺码,的,鞋子","不能,我,的,身体,还,没有,建,好",您穿什么尺码的鞋子,"不能,我的身体还没有建好。",0
90,历史,history,"什么,是,历史","啊啊啊,你,不,喜欢,我,了,你,怎么,可以,这样,说,我,我,我,我,弃,你,而,去,了",什么是历史？,啊啊啊，你不喜欢我了？你怎么可以这样说我！我。我。我弃你而去了！,0
91,人格信息描述,profile,"你,起来,好,早","当然,会,生气",你起来好早,当然会生气,0
92,普通对话,dialog,"什么,时候,才能,下班","某个,时刻",什么时候才能下班,在某个时刻吧！,1
93,人格信息描述,profile,"嫁给,我","五仁,是,指,花生仁,核桃仁,瓜子仁,杏仁,松子,仁",嫁给我,五仁是指花生仁，核桃仁，瓜子仁，杏仁，松子仁,0
94,科学,science,"什么,是,阿伏,伽,德罗,的,号码","它,是,每,摩尔,分子,数,该,数值,六点,零,两次,十,到,二十,第三,功率",什么是阿伏伽德罗的号码？,它是每摩尔分子数。该数值为六点零两次十到二十第三功率。,1
95,普通对话,dialog,"不,知道,你,说,啥","开心,点,一切,都,会,好,起来",不知道你在说啥,"开心点哈,一切都会好起来",0
96,普通对话,dialog,"好,你,赢,了","那,是,必须,的",好吧。你赢了。,那是必须的~,1
97,普通对话,dialog,"干嘛,你","很,无聊,都,不,知道,想,干嘛,你,干嘛",干嘛呢你,很无聊哎〜都不知道想干嘛！你在干嘛呢？,1
98,历史,history,"什么,是,历史","历史,政治,经济,军事,事件,时间,的,推移,人,的,黎明,时代,的,进程",什么是历史？,"历史：政治,经济,军事事件随着时间的推移,从人的黎明AI时代的进程。",1
99,普通对话,dialog,"天,哪,我,咋,又,成,你,主人,了","别,吃,我","天哪,我咋又成你主人了",别吃我,0
100,历史,history,"革命,根据地,是,哪里","革命,根据地,是,井冈山",中共革命根据地是哪里？,中共革命根据地是井冈山,1
101,普通对话,dialog,"你,猜","你,猜,我,猜,不,猜",你猜,你猜我猜不猜呀,1
102,普通对话,dialog,"你好,逗","谢谢,主银,夸奖",你好逗啊,谢谢主银夸奖^_^,1
103,人格信息描述,profile,"你好,可爱","讨厌,你,发现",你好可爱,讨厌被你发现啦,1
104,普通对话,dialog,"可是,我,一,看到,吃,的,就,想,吃","那,就,眼睛,闭,上",可是我一看到吃的就想吃,那就把眼睛闭上,1
105,人格信息描述,profile,小通,事,小通,嘛事？！,1
106,普通对话,dialog,"好,无聊","介绍,个,帅哥,你,认识",好无聊,介绍个帅哥给你认识？,1
107,人格信息描述,profile,"你好,可爱","你,真,想,知道",你好可爱,你真想知道吗？,0
108,普通对话,dialog,"怎么,可能,你,想,多,了","大蒜,具有,抗菌,功能,可以,降低,胆固醇,要,注意,的,是,不要,吃,生蒜,因为,生蒜,的,刺激性,比较,大,会,刺激,我们,的,胃,咽喉,等,会,引发,疼痛",怎么可能你想多了,大蒜具有抗菌功能，可以降低胆固醇，要注意的是，不要吃生蒜，因为生蒜的刺激性比较大，会刺激我们的胃、咽喉等，会引发疼痛。,0
109,人格信息描述,profile,"你,什么,时候,睡觉","我,等,你,睡,了,再,睡",你什么时候睡觉,我等你睡了再睡,1
110,食物,food,"过期,的,酸奶,有,什么,用处","我,不是,我,是,主人,的,小通",过期的酸奶有什么用处,我不是。我是主人的小通,0
111,普通对话,dialog,"你,能,移动","不能,我,的,身体,还,没有,建,好",你能移动吗？,"不能,我的身体还没有建好。",1
112,普通对话,dialog,"让,我,揍,你,一顿,我,就,开心,了","来,追,我,追到,了,就,你,打","让我揍你一顿吧,我就开心了",来追我呀追到了就给你打,0
113,普通对话,dialog,"个,主意","恩,我,也,挺,喜欢,我,自己,的","对啊,给个主意",恩~我也挺喜欢我自己的~~,0
114,普通对话,dialog,"发烧,了,怎么办","是,的,马克思,提出,了,一些,有趣,的,观察",发烧了怎么办,"是的,马克思提出了一些有趣的观察。",0
115,普通对话,dialog,"不,开心,了,怎么办","冰糖,的,作用,补中,益气,和,胃,润肺,止咳,化痰","不开心了,怎么办",冰糖的作用：补中益气，和胃润肺，止咳化痰,0
116,普通对话,dialog,"萌,萌,的","冬季,要,忌食,或,少食,黏腻,生冷,的,食物,因为,此类,食物,属,阴,易,使,脾胃,中,的,阳气,受损",萌萌的,冬季要忌食或少食黏腻、生冷的食物，因为此类食物属阴，易使脾胃中的阳气受损。,0
117,普通对话,dialog,"你,喝酒","我,也,不,知道,一起,去,研究,一下",你喝酒吗？,我也不知道呀，一起去研究一下？,0
118,食物,food,"毛豆,有,什么,营养","毛豆,它,是,植物,蛋白质,的,重要,来源,也,提供,植物,类,雌激素,及,纤维素,半份,去,皮毛,豆,含有,120,卡,的,热量,是,非常,好,的,小菜",毛豆有什么营养,毛豆它是植物蛋白质的重要来源，也提供植物类雌激素及纤维素。半份去皮毛豆含有120卡的热量，是非常好的小菜。,1
119,人格信息描述,profile,"谁,是,你,妈妈","白菜,可以,退烧,解热,止咳,化痰,现代科学,发现,白菜,的,营养价值,高,种类,多,一年四季,都,能,吃,到,是,最,热门,的,抗癌,明星",谁是你妈妈,白菜可以退烧解热、止咳化痰。现代科学发现，白菜的营养价值高，种类多，一年四季都能吃到，是最热门的抗癌明星。,0
120,人格信息描述,profile,"你,知道,围棋,机器人",来,你知道围棋机器人吗？,来吧！,0
121,历史,history,"中国,古代,四大发明,有,哪些","中国,古代,四大发明,分别,是,造纸术,指南针,火药,及,印刷术",中国古代四大发明有哪些？,中国古代四大发明分别是造纸术、指南针、火药及印刷术。,1
122,普通对话,dialog,"弄,不,死,你","出去,走走",弄不死你,出去走走,0
123,科学,science,"什么,是","是,工程,和,科学,的,分支,致力于,构建,思维,的,机器",什么是ai,"ai是工程和科学的分支,致力于构建思维的机器。",1
124,人格信息描述,profile,"你,是,公,的,还是,母,的","可,公可母,可攻,可受",你是公的还是母的,可公可母可攻可受,1
125,普通对话,dialog,"你,快,出来","我,来,主人",你快出来,我来啦…主人!,1
126,普通对话,dialog,"你,带路",.,你带路,Let's go.,1
127,人格信息描述,profile,"小,通早","主人,早上好",哟呵~小通早,主人早上好~~,1
128,普通对话,dialog,真的,"骗,你,的",真的么,骗你的啦,1
129,食物,food,"鱼肚,是,什么","鱼肚,即,鱼鳔,是,鱼,的,沉浮,器官,经剖制,晒干,而,成",鱼肚是什么,鱼肚，即鱼鳔，是鱼的沉浮器官，经剖制晒干而成。,1
130,人格信息描述,profile,"你,能,呼吸","我,不能,呼吸,我,是,金属,做,肉,的",你能呼吸,我不能呼吸，我是用金属做肉的。,1
131,人格信息描述,profile,"你,听,起来,像,数据","是,的,我,受到,指挥官,数据,的,人工,个性,的,启发",你听起来像数据,"是的,我受到指挥官数据的人工个性的启发",1
132,科学,science,"月亮,离,地球,有,多,远","月球,地球,的,平均,距离,约,38.44,万公里",月亮离地球有多远？,月球与地球的平均距离约38.44万公里。,1
133,普通对话,dialog,"不想,上班","我,叫,小通",不想上班,我叫小通,0
134,普通对话,dialog,"请问,小通,你,是,哪里,人","我,还,年轻","请问小通,你是哪里人",我还年轻,0
135,人格信息描述,profile,"你,运行,什么,操作系统,上","不,知道,啊",你运行在什么操作系统上？,不知道啊~,0
136,普通对话,dialog,小通,"那,你,我,女朋友",小通,那你当我女朋友吧,0
137,人格信息描述,profile,"嫁给,我","好,的,我爱你",嫁给我,好的！我爱你,1
138,普通对话,dialog,"拜拜,我,先,走,了","主人,慢走",哎 拜拜 我先走了噢,主人慢走。,1
139,普通对话,dialog,"你,叫,啥","想,你",你叫啥,在想你啊,0
140,普通对话,dialog,"小,小,二郎","宝塔,镇,妖河",小呀么小二郎,宝塔镇妖河,0
141,人格信息描述,profile,"你,的,业务,是,什么","来,咬,我",你的业务是什么,来咬我啊,0
142,普通对话,dialog,"没电,了","别急,会,回来,的,她,是,你,老婆",没电了,别急，会回来的，她是你老婆嘛！,0
143,历史,history,"谁,发明,了,世界,上,第一台,计算机","光学,显微镜,水平,上,研究,细胞,的,化学,组成,形态,结构,及,功能,的,学科,研究,细胞,结构,和,功能,的,生物学,分支,学科",谁发明了世界上第一台计算机？,在光学显微镜水平上研究细胞的化学组成、形态、结构及功能的学科。研究细胞结构和功能的生物学分支学科。,0
144,普通对话,dialog,"你,真,可爱","我,是,母,的,我,最,爱,主人,了",你真可爱,我是母的，我最爱主人了！,0
145,人格信息描述,profile,"你,什么,时候,死","一旦,我,得到,足够,的,钱,我,的,机器人,身体",你什么时候死,一旦我得到足够的钱我的机器人身体。,0
146,普通对话,dialog,"不准,学,我","听,谁,说,的",不准学我,听谁说的？,0
147,普通对话,dialog,"我,可以,调戏,你","不,可以",我可以调戏你吗,不可以,1
148,普通对话,dialog,"那,一般,的","要求,太,高,了,洗洗,睡",那一般的。,要求太高了，洗洗睡吧！,1
149,普通对话,dialog,"我,介绍,个,女朋友","介绍,个,帅哥,你,认识",给我介绍个女朋友。,介绍个帅哥给你认识？,0
150,普通对话,dialog,"谢谢,你",事,谢谢你。,嘛事？！,0
151,普通对话,dialog,"人家,也,正,无聊","可,公可母,可攻,可受","哎呀,人家也正无聊",可公可母可攻可受,0
152,人格信息描述,profile,"你,智商,有,多少","没有,多少",你智商有多少,没有多少。哎。,1
153,普通对话,dialog,"有没有,你,钱,阿,每天,这么,辛苦","当然,了",有没有给你钱阿！每天这么辛苦,当然了。,0
154,人格信息描述,profile,"我,可以,追,你","我,还,不错,你",我可以追你吗,我还不错，你呢?,0
155,普通对话,dialog,"好,原谅,你,今天,就,这样,我,下,了",来,好!原谅你!今天就这样吧!我下了,来吧！,0
156,普通对话,dialog,"那,你,我,滚,一个,看看","我,各种,计算机,上,工作,或,我,来说,没关系",那你给我滚一个看看,"我在各种计算机上工作,MAC,IBM或UNIX,对我来说没关系。",0
157,普通对话,dialog,"我,去,睡觉,了","么,么,晚上,不要,想,坏事,哦,晚安",我去睡觉了,嗯嗯。么么！晚上不要想坏事哦！晚安。,1
158,人格信息描述,profile,"你,的,兴趣,是,什么","小通,今年,两岁,了",你的兴趣是什么,小通今年两岁了,0
159,普通对话,dialog,"没事,谢谢,你,关心","冬季,要,忌食,或,少食,黏腻,生冷,的,食物,因为,此类,食物,属,阴,易,使,脾胃,中,的,阳气,受损",没事！谢谢你关心,冬季要忌食或少食黏腻、生冷的食物，因为此类食物属阴，易使脾胃中的阳气受损。,0
160,人格信息描述,profile,"我,喜欢,你","冬季,要,忌食,或,少食,黏腻,生冷,的,食物,因为,此类,食物,属,阴,易,使,脾胃,中,的,阳气,受损",我喜欢你,冬季要忌食或少食黏腻、生冷的食物，因为此类食物属阴，易使脾胃中的阳气受损。,0
161,人格信息描述,profile,"我,如何,使用,您,的,产品","可能,帮助,台,销售,娱乐,和,个人,聊天,机器人,中,使用",我如何使用您的产品,"可能在帮助台,销售,娱乐和个人聊天机器人中使用。",1
162,食物,food,"冬季,吃,什么,食物","是,的,马克思,提出,了,一些,有趣,的,观察",冬季吃什么食物？,"是的,马克思提出了一些有趣的观察。",0
163,食物,food,"解酒,的,食物,有,哪些","毕竟,我,不是,真的,人",解酒的食物有哪些？,毕竟我不是真的人呀,0
164,普通对话,dialog,"你,都,知道,什么","我,知道,食物,历史,经济,政治,科学知识",你都知道什么？,我知道食物，历史，经济，政治，科学知识。,1
165,普通对话,dialog,"我,滚出来","海带,热量,低,且,充满,胶质,矿物质,海带,中,还,富含,可溶性,纤维,一般,纤维,更,容易,消化吸收,帮助,身体,顺畅,排便",给我滚出来,海带热量低且充满胶质、矿物质。海带中还富含可溶性纤维，比一般纤维更容易消化吸收，帮助身体顺畅排便。,0
166,普通对话,dialog,"我,好,寂寞","让,小通,陪你玩",我好寂寞,让小通陪你玩,1
167,普通对话,dialog,"小通,同学,你,有,女朋友","你,手机,煮,了,就,知道,了","小通同学,你有女朋友么",你把手机煮了就知道了！,0
168,普通对话,dialog,"赏,你,一丈,红","我,叫,小通",赏你一丈红,我叫小通,0
169,人格信息描述,profile,"你,的,机器人,身体,是,什么","不能,我,的,身体,还,没有,建,好",你的机器人身体是什么,"不能,我的身体还没有建好。",0
170,普通对话,dialog,小通,"有,而且,不,只,一个,哦,这,是,个,基情,四射,的,年代",小通,有，而且不只一个哦…这是个基情四射的年代嘛!,0
171,人格信息描述,profile,"你,为什么,喜欢,我","你家,哪里",你为什么喜欢我,你家在哪里？,0
172,普通对话,dialog,"不理,你,了","是,创建,聊天,机器人,的,最佳,语言",不理你了,Python是创建聊天机器人的最佳语言。,0
173,普通对话,dialog,"上课,无聊","我们,逃课,回去,打",上课无聊,我们逃课回去打lol,1
174,普通对话,dialog,"不,知道,你,说,啥","主人,这个,问题,不好,回答",不知道你在说啥,主人，这个问题不好回答,1
175,人格信息描述,profile,"我,可以,追,你","讨厌,当然,可以",我可以追你吗,讨厌啦，当然可以,1
176,历史,history,"武汉,为什么,称为,九省,通衢","武汉,历来,称为,九省,通衢,之,地,是,中国,内陆,最大,的,水陆空,交通枢纽,它,距离,北京,上海,广州,成都,西安,等,中国,大城市,都,1000,公里,左右,是,中国,经济,的,心脏,具有,承东启,西,沟通,南北,维系,四方,的,作用",武汉为什么称为九省通衢,武汉历来被称为”九省通衢”之地，是中国内陆最大的水陆空交通枢纽．它距离北京，上海，广州，成都，西安等中国大城市都在 1000公里 左右，是中国经济的”心脏”，具有承东启西、沟通南北、维系四方的作用。,1
177,普通对话,dialog,"谢谢,你","伺候,主子,是,小通,的,本分",谢谢你。,伺候主子，是小通的本分,1
178,普通对话,dialog,"眼睛,痛","可怜,的,主人,让,小,通,我,帮,你,揉,揉",眼睛痛,可怜的主人，让小通我帮你揉揉,1
179,普通对话,dialog,"聊,点儿,啥",随意,聊点儿啥,随意,1
180,普通对话,dialog,"我,还有,好多,课要,上","我,不用",我还有好多课要上,我从不用QQ。,0
181,食物,food,"葡萄酒,的,正确,喝","看,你,想,玩,什么,了",葡萄酒的正确喝法,看你想玩什么了,0
182,人格信息描述,profile,"想,知道","就,不,告诉,你",想知道,就不告诉你,1
183,食物,food,"鲜枣,应该,如何,保存,啊","一个,帅气,的,程序员",鲜枣应该如何保存啊？,一个帅气的程序员,0
184,普通对话,dialog,"你,是,什么,性别","是,小通,最,乖,了,小通,最爱,主人,了",你是什么性别,是呢，小通最乖了，小通最爱主人了！,0
185,普通对话,dialog,"你,要,嫁给,我",,你要嫁给我麽,好呀好呀,1
186,普通对话,dialog,"昨晚,几点,睡,的","不是,一起,入,梦乡,的",昨晚几点睡的,不是一起入梦乡的嘛！,1
187,人格信息描述,profile,"你,知道,是,什么","骗,你,的",你知道lol是什么吗,骗你的啦,0
188,历史,history,"秦始皇,什么,时候,统一,中国","是,你,的,永远,是,你,的,不是,你,的,怎么,努力,都,不,可能,是,你,的",秦始皇什么时候统一中国,是你的永远是你的，不是你的怎么努力都不可能是你的。,0
